element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,opponent_strength,oppoenet_attack,opponent_defense,form,preround_total_points,transfers_reduced,average_points,preround_influence,preround_creativity,preround_threat,preround_ict
604,35,7,5,False,2023-09-02T14:00:00Z,0,1,4,72,0,0,1,0,0,0,0,1,0,0,0,13,5.8,0.1,0.0,0.6,1,0.00,0.00,0.00,1.54,45,-506,9792,641,1147,1115,1130,1210,0.0,0,-0.051674836601307186,0.0,0.0,0.0,0.0,0.0
679,35,7,1,False,2023-09-02T14:00:00Z,0,1,4,18,0,0,0,0,0,0,0,0,0,0,0,3,4.0,0.0,0.0,0.4,0,0.00,0.00,0.00,0.59,45,700,1637,874,174,1115,1130,1210,1.0,1,0.4276114844227245,0.5,0.1,0.0,0.0,0.0
33,11,9,0,True,2023-08-20T13:00:00Z,4,0,2,5,0,0,0,0,0,0,0,1,0,0,0,-1,0.0,4.3,0.0,0.3,0,0.00,0.00,0.00,0.00,45,-29340,525180,13933,43273,1100,1120,1080,0.0,0,-0.0558665600365589,0.0,0.0,0.0,0.0,0.0
33,40,9,12,True,2023-09-02T11:30:00Z,2,2,4,74,1,1,0,2,0,0,0,0,0,0,3,32,30.0,0.8,24.0,5.5,1,0.17,0.00,0.17,2.49,45,-14423,468853,33757,48180,1100,1120,1080,1.0,1,-0.030762307162372854,0.5,7.6,14.7,14.7,3.05
360,1,6,1,False,2023-08-11T19:00:00Z,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,3184,0,0,1060,1060,1080,3.5,7,0.0,2.3333333333333335,20.0,17.466666666666665,17.466666666666665,5.133333333333334
471,7,8,1,True,2023-08-12T14:00:00Z,0,1,1,90,0,0,0,1,0,0,0,1,0,0,0,4,15.4,0.8,6.0,2.2,1,0.05,0.00,0.05,2.01,45,0,37772,0,0,1100,1170,1085,3.0,9,0.0,2.25,18.8,20.025,20.025,5.325
471,17,16,1,False,2023-08-18T18:45:00Z,2,1,2,90,0,0,0,2,0,0,0,0,0,0,0,17,18.8,2.0,7.0,2.8,1,0.07,0.00,0.07,1.36,45,-1431,39688,1764,3195,1050,1050,1110,0.0,0,-0.03605623866156017,0.0,0.0,0.0,0.0,0.0
471,30,13,1,True,2023-08-27T13:00:00Z,1,2,3,90,0,0,0,2,0,0,0,0,0,0,0,5,12.6,0.9,8.0,2.2,1,0.36,0.00,0.36,3.52,45,-4669,35832,628,5297,1355,1340,1370,2.0,2,-0.13030252288457245,1.0,10.8,2.3,2.3,2.85
471,40,9,0,True,2023-09-02T11:30:00Z,2,2,4,90,0,0,0,2,0,0,0,1,0,0,0,7,25.0,0.5,0.0,2.6,1,0.00,0.00,0.00,2.59,45,194,37437,3530,3336,1100,1120,1080,2.5,5,0.005182039159120656,1.6666666666666667,14.800000000000002,7.866666666666667,7.866666666666667,3.366666666666667
473,7,8,2,True,2023-08-12T14:00:00Z,0,1,1,90,0,0,0,1,0,0,0,0,0,0,0,6,6.2,2.0,2.0,1.0,1,0.00,0.02,0.02,2.01,40,0,1258416,0,0,1100,1170,1085,2.3333333333333335,7,0.0,1.75,16.3,7.6000000000000005,7.6000000000000005,3.2250000000000005
473,30,13,1,True,2023-08-27T13:00:00Z,1,2,3,70,0,0,0,1,0,0,0,1,0,0,0,3,11.6,0.7,0.0,1.2,1,0.00,0.01,0.01,2.80,40,-191278,1209539,14913,206191,1355,1340,1370,0.0,0,-0.15814124224187892,0.0,0.0,0.0,0.0,0.0
473,40,9,1,True,2023-09-02T11:30:00Z,2,2,4,90,0,0,0,2,0,0,0,0,0,0,0,8,23.2,25.9,4.0,5.3,1,0.00,0.09,0.09,2.59,40,-102166,1115122,26080,128246,1100,1120,1080,7.0,7,-0.09161867490731956,3.5,16.4,5.5,5.5,3.0
474,7,8,2,True,2023-08-12T14:00:00Z,0,1,1,79,0,0,0,1,0,0,0,0,0,0,0,6,13.2,1.3,2.0,1.7,1,0.00,0.00,0.00,1.80,40,0,33202,0,0,1100,1170,1085,4.5,9,0.0,3.0,19.066666666666666,13.966666666666667,13.966666666666667,4.033333333333333
474,17,16,1,False,2023-08-18T18:45:00Z,2,1,2,32,0,0,0,1,0,0,0,0,0,0,0,6,15.8,1.3,4.0,2.1,0,0.00,0.00,0.00,0.55,40,8770,52199,12509,3739,1050,1050,1110,0.0,0,0.16801088143451023,0.0,0.0,0.0,0.0,0.0
474,30,13,1,True,2023-08-27T13:00:00Z,1,2,3,10,0,0,0,1,0,0,0,0,0,0,0,2,2.0,0.0,0.0,0.2,0,0.00,0.00,0.00,0.61,40,39621,101328,52895,13274,1355,1340,1370,2.0,2,0.3910172903837044,1.0,9.7,0.0,0.0,0.95
474,40,9,1,True,2023-09-02T11:30:00Z,2,2,4,22,0,0,0,0,0,0,0,0,0,0,0,5,4.6,0.1,0.0,0.5,0,0.00,0.00,0.00,0.10,40,6433,108826,17649,11216,1100,1120,1080,2.0,4,0.05911271203572676,1.3333333333333333,9.2,0.0,0.0,0.9
476,30,13,7,True,2023-08-27T13:00:00Z,1,2,3,19,1,0,0,1,0,0,0,0,0,0,0,18,36.0,0.4,17.0,5.3,0,0.14,0.00,0.14,0.72,45,-202,1601,96,298,1355,1340,1370,2.0,6,-0.12617114303560276,1.5,14.3,0.0,0.0,1.475
480,7,8,2,True,2023-08-12T14:00:00Z,0,1,1,90,0,0,0,1,0,0,0,0,0,0,0,13,19.8,0.3,8.0,2.8,1,0.04,0.00,0.04,2.01,45,0,12626,0,0,1100,1170,1085,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
480,17,16,1,False,2023-08-18T18:45:00Z,2,1,2,90,0,0,0,2,0,0,0,0,0,0,0,13,13.0,0.4,4.0,1.7,1,0.00,0.00,0.00,1.36,45,379,15287,1391,1012,1050,1050,1110,1.0,1,0.024792307189114935,0.5,10.8,5.55,5.55,1.65
480,30,13,0,True,2023-08-27T13:00:00Z,1,2,3,90,0,0,0,2,0,0,0,1,0,0,0,2,7.2,0.0,0.0,0.7,1,0.00,0.00,0.00,3.52,45,-1821,13977,403,2224,1355,1340,1370,0.5,1,-0.13028546898476068,0.3333333333333333,11.800000000000002,7.7,7.7,2.233333333333333
480,40,9,1,True,2023-09-02T11:30:00Z,2,2,4,67,0,0,0,2,0,0,0,0,0,0,0,13,35.2,0.3,19.0,5.5,1,0.06,0.00,0.06,2.49,45,379,15087,1744,1365,1100,1120,1080,0.6666666666666666,2,0.02512096506926493,0.5,9.450000000000001,8.675,8.675,2.0749999999999997
482,7,8,4,True,2023-08-12T14:00:00Z,0,1,1,90,0,0,0,1,0,0,0,0,0,7,0,22,49.8,0.0,0.0,5.0,1,0.00,0.00,0.00,2.01,45,0,21068,0,0,1100,1170,1085,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
482,17,16,1,False,2023-08-18T18:45:00Z,2,1,2,90,0,0,0,2,0,0,0,0,0,2,0,15,17.6,0.0,0.0,1.8,1,0.00,0.00,0.00,1.36,45,3764,31523,5726,1962,1050,1050,1110,1.0,1,0.1194048789772547,0.5,4.8,9.4,9.4,1.7
482,30,13,4,True,2023-08-27T13:00:00Z,1,2,3,90,0,0,0,2,0,0,0,0,0,7,1,25,49.0,0.0,0.0,4.9,1,0.00,0.00,0.00,3.52,45,-3988,28085,755,4743,1355,1340,1370,1.0,2,-0.14199750756631654,0.6666666666666666,3.3333333333333335,6.366666666666667,6.366666666666667,1.5
482,40,9,2,True,2023-09-02T11:30:00Z,2,2,4,90,0,0,0,2,0,0,0,0,0,4,0,18,27.6,0.0,0.0,2.8,1,0.00,0.00,0.00,2.59,45,5587,36714,7714,2127,1100,1120,1080,2.6666666666666665,8,0.1521762815274827,2.0,5.8,9.0,9.0,1.875
484,7,8,2,True,2023-08-12T14:00:00Z,0,1,1,79,0,0,0,1,0,0,0,0,0,0,0,10,27.2,10.9,0.0,3.8,1,0.00,0.01,0.01,1.80,45,0,6487,0,0,1100,1170,1085,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
484,17,16,1,False,2023-08-18T18:45:00Z,2,1,2,45,0,0,0,1,0,0,0,0,0,0,0,1,2.2,0.1,2.0,0.4,1,0.00,0.00,0.00,0.82,45,-92,8109,616,708,1050,1050,1110,2.0,2,-0.0113454186706129,1.0,13.5,5.65,5.65,2.85
485,30,13,1,True,2023-08-27T13:00:00Z,1,2,3,19,0,0,0,1,0,0,0,0,0,0,0,6,3.0,15.1,4.0,2.2,0,0.02,0.41,0.43,0.72,55,-775,3380,79,854,1355,1340,1370,0.5,1,-0.22928994082840237,0.3333333333333333,12.666666666666666,3.866666666666667,3.866666666666667,3.4
485,40,9,5,True,2023-09-02T11:30:00Z,2,2,4,90,0,1,0,2,0,0,0,0,0,0,0,10,30.4,11.4,56.0,9.8,1,0.37,0.12,0.49,2.59,54,100,3651,571,471,1100,1120,1080,2.0,6,0.027389756231169543,1.5,13.75,3.075,3.075,3.0
488,7,8,2,True,2023-08-12T14:00:00Z,0,1,1,90,0,0,0,1,0,0,0,0,0,0,0,11,17.0,29.9,8.0,5.5,1,0.04,0.09,0.13,2.01,50,0,2002,0,0,1100,1170,1085,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
488,17,16,1,False,2023-08-18T18:45:00Z,2,1,2,90,0,0,0,2,0,0,0,1,0,0,0,15,15.6,11.1,2.0,2.9,1,0.00,0.19,0.19,1.36,50,520,3404,925,405,1050,1050,1110,1.0,1,0.15276145710928318,0.5,5.6,5.4,5.4,3.95
488,30,13,2,True,2023-08-27T13:00:00Z,1,2,3,79,0,0,0,1,0,0,0,0,0,0,0,16,25.2,14.6,0.0,4.0,1,0.00,0.03,0.03,2.91,50,-921,2555,141,1062,1355,1340,1370,1.0,2,-0.3604696673189824,0.6666666666666666,6.866666666666667,8.299999999999999,8.299999999999999,4.133333333333334
488,40,9,2,True,2023-09-02T11:30:00Z,2,2,4,90,0,0,0,2,0,0,0,0,0,0,0,19,13.2,29.8,1.0,4.4,1,0.03,0.11,0.14,2.59,50,550,3503,1026,476,1100,1120,1080,1.3333333333333333,4,0.15700827861832714,1.0,5.7,8.925,8.925,3.525
489,7,8,2,True,2023-08-12T14:00:00Z,0,1,1,86,0,0,0,1,0,0,0,0,0,0,0,6,8.2,1.6,5.0,1.5,1,0.12,0.01,0.13,2.01,50,0,2319,0,0,1100,1170,1085,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
489,17,16,1,False,2023-08-18T18:45:00Z,2,1,2,90,0,0,0,2,0,0,0,1,0,0,0,8,11.0,7.4,0.0,1.8,1,0.00,0.09,0.09,1.36,50,-40,2940,373,413,1050,1050,1110,0.0,0,-0.013605442176870748,0.0,10.2,20.25,20.25,3.05
489,30,13,1,True,2023-08-27T13:00:00Z,1,2,3,16,0,0,0,0,0,0,0,0,0,0,0,4,1.4,0.0,0.0,0.1,1,0.00,0.00,0.00,0.26,50,-560,2509,54,614,1355,1340,1370,0.5,1,-0.22319649262654445,0.3333333333333333,9.866666666666665,20.766666666666666,20.766666666666666,3.633333333333333
490,7,8,1,True,2023-08-12T14:00:00Z,0,1,1,90,0,0,0,1,0,0,0,1,0,0,0,-5,1.0,4.6,8.0,1.4,1,0.24,0.01,0.25,2.01,45,0,135543,0,0,1100,1170,1085,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
490,17,16,2,False,2023-08-18T18:45:00Z,2,1,2,73,0,0,0,1,0,0,0,0,0,0,0,3,0.0,1.1,13.0,1.1,1,0.05,0.05,0.10,1.25,45,5078,152039,15466,10388,1050,1050,1110,1.0,1,0.033399325173146366,0.5,0.0,3.25,3.25,1.55
490,30,13,1,True,2023-08-27T13:00:00Z,1,2,3,70,0,0,0,1,0,0,0,1,0,0,0,-4,0.0,0.3,0.0,0.0,1,0.00,0.00,0.00,2.80,45,-11252,143750,11231,22483,1355,1340,1370,3.0,6,-0.07827478260869565,2.0,11.466666666666667,6.1000000000000005,6.1000000000000005,3.266666666666667
576,7,8,2,True,2023-08-12T14:00:00Z,0,1,1,79,0,0,0,1,0,0,0,0,0,0,0,10,17.2,0.6,2.0,2.0,1,0.00,0.00,0.00,1.80,45,0,6562,0,0,1100,1170,1085,2.3333333333333335,7,0.0,1.75,8.75,5.25,5.25,2.5250000000000004
576,17,16,1,False,2023-08-18T18:45:00Z,2,1,2,90,0,0,0,2,0,0,0,0,0,0,0,13,14.2,1.5,6.0,2.2,1,0.04,0.03,0.07,1.36,45,-189,8151,447,636,1050,1050,1110,0.0,0,-0.02318733897681266,0.0,0.0,0.0,0.0,0.0
576,30,13,1,True,2023-08-27T13:00:00Z,1,2,3,90,0,0,0,2,0,0,0,0,0,0,0,9,8.8,0.1,0.0,0.9,1,0.00,0.00,0.00,3.52,45,-747,7993,171,918,1355,1340,1370,1.0,1,-0.09345677467784311,0.5,0.0,0.9,0.9,0.3
576,40,9,1,True,2023-09-02T11:30:00Z,2,2,4,90,0,0,0,2,0,0,0,0,0,0,0,12,16.8,0.9,11.0,2.9,1,0.11,0.01,0.12,2.59,45,1786,10634,2466,680,1100,1120,1080,1.5,3,0.16795185254842956,1.0,2.8000000000000003,1.7,1.7,1.3
587,7,8,0,True,2023-08-12T14:00:00Z,0,1,1,10,0,0,0,0,0,0,0,1,0,0,0,-2,0.0,0.0,4.0,0.3,0,0.00,0.00,0.00,0.21,50,0,5273,0,0,1100,1170,1085,1.3333333333333333,4,0.0,1.0,5.75,2.25,2.25,1.6749999999999998
592,7,8,1,True,2023-08-12T14:00:00Z,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,4,5.4,0.3,0.0,0.6,0,0.00,0.00,0.00,0.21,45,0,4943,0,0,1100,1170,1085,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
592,17,16,1,False,2023-08-18T18:45:00Z,2,1,2,45,0,0,0,1,0,0,0,0,0,0,0,2,9.8,0.6,2.0,1.2,0,0.00,0.00,0.00,0.55,45,-504,5575,92,596,1050,1050,1110,2.0,2,-0.09040358744394619,1.0,8.3,11.55,11.55,2.65
592,30,13,1,True,2023-08-27T13:00:00Z,1,2,3,73,0,0,0,2,0,0,0,0,0,0,0,8,10.0,0.3,6.0,1.6,0,0.06,0.02,0.08,3.26,45,-467,5516,70,537,1355,1340,1370,1.5,3,-0.0846627991298042,1.0,7.133333333333334,9.633333333333335,9.633333333333335,2.1999999999999997
592,40,9,1,True,2023-09-02T11:30:00Z,2,2,4,67,0,0,0,2,0,0,0,0,0,0,0,9,9.4,1.3,21.0,3.2,1,0.11,0.00,0.11,2.49,45,-213,5664,171,384,1100,1120,1080,1.6666666666666667,5,-0.03760593220338983,1.25,8.100000000000001,8.275,8.275,2.0749999999999997
593,7,8,2,True,2023-08-12T14:00:00Z,0,1,1,86,0,0,0,1,0,0,0,0,0,0,0,1,2.8,24.8,2.0,3.0,1,0.00,0.08,0.08,2.01,55,0,5860,0,0,1100,1170,1085,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
593,17,16,2,False,2023-08-18T18:45:00Z,2,1,2,81,0,0,0,1,0,0,0,0,0,0,0,-2,3.6,1.1,19.0,2.4,1,0.27,0.03,0.30,1.25,55,643,7805,1756,1113,1050,1050,1110,1.0,1,0.08238308776425368,0.5,2.1,5.0,5.0,0.8
593,30,13,2,True,2023-08-27T13:00:00Z,1,2,3,90,0,0,0,2,0,0,0,0,0,0,0,2,0.0,1.0,6.0,0.5,1,0.00,0.09,0.09,3.52,55,-1844,6012,444,2288,1355,1340,1370,3.5,7,-0.30671989354624085,2.3333333333333335,13.066666666666668,3.8000000000000003,3.8000000000000003,2.8333333333333335
593,40,9,1,True,2023-09-02T11:30:00Z,2,2,4,15,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.5,2.0,0.4,0,0.00,0.07,0.07,0.10,55,1599,8208,2930,1331,1100,1120,1080,0.0,0,0.19480994152046785,0.0,0.0,0.0,0.0,0.0
638,7,8,1,True,2023-08-12T14:00:00Z,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,2,4.6,0.3,0.0,0.5,0,0.00,0.00,0.00,0.21,50,0,317,0,0,1100,1170,1085,2.0,2,0.0,1.0,17.3,5.4,5.4,3.3
638,17,16,1,False,2023-08-18T18:45:00Z,2,1,2,57,0,0,0,1,0,0,0,0,0,0,0,9,15.2,12.0,8.0,3.5,1,0.06,0.00,0.06,0.82,50,24,673,111,87,1050,1050,1110,0.5,1,0.03566121842496285,0.3333333333333333,15.266666666666666,7.400000000000001,7.400000000000001,2.9666666666666663
638,30,13,1,True,2023-08-27T13:00:00Z,1,2,3,90,0,0,0,2,0,0,0,1,0,0,0,5,8.8,0.3,4.0,1.3,1,0.00,0.00,0.00,3.52,50,-100,724,47,147,1355,1340,1370,3.0,9,-0.13812154696132597,2.25,17.0,9.125,9.125,3.1499999999999995
638,40,9,2,True,2023-09-02T11:30:00Z,2,2,4,90,0,0,0,2,0,0,0,0,0,0,0,10,13.6,2.4,8.0,2.4,1,0.00,0.01,0.01,2.59,50,204,1165,297,93,1100,1120,1080,0.0,0,0.17510729613733905,0.0,0.0,0.0,0.0,0.0
655,7,8,1,True,2023-08-12T14:00:00Z,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0.7,2.0,0.3,0,0.00,0.01,0.01,0.00,45,0,0,0,0,1100,1170,1085,1.0,1,0.0,0.5,5.1,1.65,1.65,1.15
655,17,16,1,False,2023-08-18T18:45:00Z,2,1,2,16,0,0,0,1,0,0,0,0,0,0,0,3,2.2,0.3,0.0,0.3,0,0.00,0.00,0.00,0.12,45,938,2455,1132,194,1050,1050,1110,1.5,3,0.38207739307535643,1.0,7.599999999999999,1.9333333333333333,1.9333333333333333,1.5666666666666664
656,7,8,1,True,2023-08-12T14:00:00Z,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,0,0,0,1100,1170,1085,1.6666666666666667,5,0.0,1.25,7.049999999999999,1.875,1.875,1.5999999999999999
656,17,16,1,False,2023-08-18T18:45:00Z,2,1,2,8,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,0,0.00,0.00,0.00,0.12,45,2035,5563,2574,539,1050,1050,1110,0.0,0,0.36580981484810354,0.0,0.0,0.0,0.0,0.0
663,17,16,6,False,2023-08-18T18:45:00Z,2,1,2,90,1,0,0,2,0,0,0,1,0,0,0,24,42.8,21.5,13.0,7.7,1,0.02,0.12,0.14,1.36,50,1419,1826,1474,55,1050,1050,1110,2.0,2,0.7771084337349398,1.0,12.3,13.9,13.9,2.7
663,30,13,2,True,2023-08-27T13:00:00Z,1,2,3,90,0,0,0,2,0,0,0,0,0,0,0,9,6.0,10.6,6.0,2.3,1,0.14,0.02,0.16,3.52,50,5450,10260,6568,1118,1355,1340,1370,0.0,0,0.5311890838206628,0.0,0.0,0.0,0.0,0.0
663,40,9,2,True,2023-09-02T11:30:00Z,2,2,4,90,0,0,0,2,0,0,0,0,0,0,0,15,14.6,27.8,24.0,6.6,1,0.26,0.09,0.35,2.59,50,3715,14791,5413,1698,1100,1120,1080,1.0,1,0.25116624974646745,0.5,10.0,32.7,32.7,6.55
693,40,9,1,True,2023-09-02T11:30:00Z,2,2,4,22,0,0,0,0,0,0,0,0,0,0,0,3,7.8,0.0,33.0,4.1,0,0.16,0.00,0.16,0.10,40,368,586,422,54,1100,1120,1080,1.5,3,0.6279863481228669,1.0,9.666666666666666,29.900000000000002,29.900000000000002,6.233333333333333
450,2,1,2,False,2023-08-12T12:00:00Z,2,1,1,79,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0.3,6.0,0.5,1,0.28,0.00,0.28,0.43,60,0,53529,0,0,1230,1250,1250,3.3333333333333335,10,0.0,2.5,13.75,37.675,37.675,7.05
450,17,17,2,True,2023-08-18T18:45:00Z,2,1,2,90,0,0,0,1,0,0,0,0,0,0,0,6,1.6,2.8,19.0,2.3,1,0.05,0.01,0.06,0.51,60,3785,64462,9862,6077,1070,1060,1080,0.0,0,0.058716763364462785,0.0,0.0,0.0,0.0,0.0
450,28,14,2,False,2023-08-26T14:00:00Z,3,2,3,69,0,0,0,2,0,0,0,0,0,0,0,7,13.0,11.9,2.0,2.7,1,0.00,0.02,0.02,2.00,60,-12539,52157,1554,14093,1145,1150,1310,2.0,2,-0.24040876584159365,1.0,9.5,0.0,0.0,0.95
493,8,4,2,False,2023-08-13T13:00:00Z,2,2,1,90,0,0,0,2,0,0,0,0,0,0,0,20,29.4,25.6,8.0,6.3,1,0.04,0.11,0.15,2.02,50,0,17050,0,0,1125,1120,1220,1.5,3,0.0,1.0,15.466666666666667,0.0,0.0,1.5333333333333332
493,18,14,3,True,2023-08-19T16:30:00Z,2,0,2,90,0,0,1,0,0,0,0,0,0,0,0,15,21.0,2.0,7.0,3.0,1,0.07,0.01,0.08,1.99,50,1859,25475,4876,3017,1275,1310,1240,4.666666666666667,14,0.07297350343473995,3.5,26.799999999999997,0.0,0.0,2.675
493,22,3,2,False,2023-08-26T11:30:00Z,0,2,3,73,0,0,1,0,0,0,0,1,0,0,0,17,30.2,12.9,19.0,6.2,1,0.05,0.12,0.17,0.54,50,20256,54809,25332,5076,1060,1050,1100,0.0,0,0.36957433998066014,0.0,0.0,0.0,0.0,0.0
493,34,6,2,False,2023-09-02T14:00:00Z,2,5,4,90,0,0,0,2,0,0,0,0,0,0,0,14,22.2,8.1,12.0,4.2,1,0.05,0.04,0.09,1.35,50,2315,60536,12123,9808,1060,1060,1080,3.0,3,0.038241707413770316,1.5,5.5,17.5,17.5,2.75
495,18,14,4,True,2023-08-19T16:30:00Z,2,0,2,20,0,1,0,0,0,0,0,0,0,0,0,8,9.2,3.5,6.0,1.9,0,0.43,0.00,0.43,0.35,45,-9193,64354,1048,10241,1275,1310,1240,3.5,7,-0.14285048326444355,2.3333333333333335,12.0,21.366666666666664,21.366666666666664,4.266666666666667
495,22,3,1,False,2023-08-26T11:30:00Z,0,2,3,8,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.8,4.0,0.4,0,0.13,0.01,0.14,0.12,45,-2376,65192,3066,5442,1060,1050,1100,2.6666666666666665,8,-0.03644618971652964,2.0,9.8,16.15,16.15,3.6
497,8,4,8,False,2023-08-13T13:00:00Z,2,2,1,90,1,0,0,2,0,0,0,0,0,0,1,27,48.6,12.3,11.0,7.2,1,0.05,0.14,0.19,2.02,45,0,43765,0,0,1125,1120,1220,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
497,18,14,1,True,2023-08-19T16:30:00Z,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0.1,0.0,0.1,0,0.00,0.00,0.00,0.26,45,69317,164903,78731,9414,1275,1310,1240,2.0,2,0.42035014523689684,1.0,13.8,8.65,8.65,2.35
497,34,6,1,False,2023-09-02T14:00:00Z,2,5,4,4,0,0,0,1,0,0,0,0,0,0,0,3,2.8,1.7,0.0,0.5,0,0.00,0.00,0.00,0.12,45,-35710,149525,6121,41831,1060,1060,1080,1.0,2,-0.23882293930780807,0.6666666666666666,12.733333333333334,6.266666666666667,6.266666666666667,2.0
499,18,14,1,True,2023-08-19T16:30:00Z,2,0,2,14,0,0,0,0,0,0,0,0,0,0,0,4,7.4,2.1,0.0,1.0,0,0.00,0.01,0.01,0.35,55,-10174,45916,967,11141,1275,1310,1240,2.3333333333333335,7,-0.22157853471556757,1.75,12.9,5.3500000000000005,5.3500000000000005,1.9
499,22,3,1,False,2023-08-26T11:30:00Z,0,2,3,30,0,0,0,0,0,0,0,0,0,0,0,10,8.2,5.3,0.0,1.4,0,0.00,0.23,0.23,0.16,54,-7352,40046,1029,8381,1060,1050,1100,0.0,0,-0.18358887279628427,0.0,0.0,0.0,0.0,0.0
499,34,6,0,False,2023-09-02T14:00:00Z,2,5,4,22,0,0,0,1,0,0,0,1,0,0,0,-1,1.2,0.9,0.0,0.2,0,0.00,0.02,0.02,0.62,54,-5284,35557,851,6135,1060,1060,1080,1.0,1,-0.14860646286244622,0.5,3.8,0.2,0.2,0.4
501,8,4,2,False,2023-08-13T13:00:00Z,2,2,1,90,0,0,0,2,0,0,0,0,0,0,0,12,10.0,19.8,19.0,4.9,1,0.04,0.36,0.40,2.02,70,0,122056,0,0,1125,1120,1220,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
501,18,14,3,True,2023-08-19T16:30:00Z,2,0,2,87,0,0,1,0,0,0,0,0,0,0,0,7,11.4,18.6,30.0,6.0,1,0.08,0.02,0.09,1.73,70,-15200,118558,3232,18432,1275,1310,1240,0.0,0,-0.12820729094620353,0.0,0.0,0.0,0.0,0.0
501,22,3,8,False,2023-08-26T11:30:00Z,0,2,3,90,1,0,1,0,0,0,0,0,0,0,0,26,44.8,23.7,54.0,12.3,1,0.35,0.19,0.54,0.67,70,2327,128087,19197,16870,1060,1050,1100,0.0,0,0.01816733938651073,0.0,6.8,0.05,0.05,0.7
501,34,6,1,False,2023-09-02T14:00:00Z,2,5,4,85,0,0,0,1,0,0,0,1,0,0,0,8,13.2,35.3,26.0,7.5,1,0.00,0.08,0.08,1.23,70,15532,151335,27732,12200,1060,1060,1080,0.0,0,0.10263323091155384,0.0,0.0,0.0,0.0,0.0
503,22,3,1,False,2023-08-26T11:30:00Z,0,2,3,16,0,0,0,0,0,0,0,0,0,0,0,8,3.2,13.8,4.0,2.1,0,0.00,0.02,0.02,0.12,49,-1791,9256,825,2616,1060,1050,1100,2.0,2,-0.1934961106309421,1.0,8.6,0.3,0.3,1.0
504,8,4,9,False,2023-08-13T13:00:00Z,2,2,1,90,0,2,0,2,0,0,0,1,0,0,2,31,49.2,82.9,21.0,15.3,1,0.07,0.94,1.01,2.02,75,0,917670,0,0,1125,1120,1220,1.5,3,0.0,1.0,10.466666666666667,0.7000000000000001,0.7000000000000001,1.4000000000000001
504,18,14,3,True,2023-08-19T16:30:00Z,2,0,2,90,0,0,1,0,0,0,0,0,0,0,0,12,16.4,41.9,32.0,9.0,1,0.10,0.25,0.35,1.99,75,227659,1343823,275119,47460,1275,1310,1240,1.3333333333333333,4,0.16941144778739461,1.0,10.05,0.55,0.55,1.2750000000000001
504,22,3,10,False,2023-08-26T11:30:00Z,0,2,3,72,1,0,1,0,0,0,0,0,0,0,2,34,43.0,23.4,45.0,11.1,1,1.08,0.44,1.52,0.54,76,-195300,1156066,132656,327956,1060,1050,1100,0.0,0,-0.16893499160082556,0.0,0.0,0.0,0.0,0.0
504,34,6,7,False,2023-09-02T14:00:00Z,2,5,4,85,1,0,0,1,0,0,0,0,0,0,0,32,53.6,20.2,73.0,14.7,1,0.35,0.17,0.52,1.23,77,964515,2256265,996338,31823,1060,1060,1080,1.0,1,0.4274830305837302,0.5,1.5,0.0,0.0,0.15
506,18,14,6,True,2023-08-19T16:30:00Z,2,0,2,87,0,0,1,0,0,0,0,0,0,0,0,26,15.4,17.2,3.0,3.6,1,0.10,0.12,0.22,1.73,50,-35402,158790,5884,41286,1275,1310,1240,0.0,0,-0.22294854839725423,0.0,0.0,0.0,0.0,0.0
506,22,3,6,False,2023-08-26T11:30:00Z,0,2,3,90,0,0,1,0,0,0,0,0,0,0,0,30,18.2,4.0,9.0,3.1,1,0.09,0.04,0.13,0.67,49,125562,311257,147014,21452,1060,1050,1100,0.0,0,0.40340297567604905,0.0,0.0,0.0,0.0,0.0
