element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,opponent_strength,oppoenet_attack,opponent_defense,form,preround_total_points,transfers_reduced,average_points,preround_influence,preround_creativity,preround_threat,preround_ict
48,6,15,0,False,2023-08-12T16:30:00Z,5,1,1,90,0,0,0,5,0,0,0,0,0,0,0,16,13.2,1.3,0.0,1.5,1,0.00,0.01,0.01,3.44,45,0,102941,0,0,1220,1250,1310,2.6666666666666665,8,0.0,2.0,6.8,11.2,11.2,2.025
48,11,9,6,True,2023-08-20T13:00:00Z,4,0,2,90,0,0,1,0,0,0,0,0,0,0,0,29,14.0,0.4,2.0,1.6,1,0.00,0.00,0.00,0.68,45,-2372,105680,6316,8688,1100,1120,1080,0.0,0,-0.022445117335352007,0.0,0.0,0.0,0.0,0.0
48,25,6,2,False,2023-08-27T13:00:00Z,1,3,3,90,0,0,0,1,0,0,0,0,0,0,0,12,15.6,1.5,0.0,1.7,1,0.00,0.01,0.01,0.73,45,-1412,107133,4559,5971,1060,1060,1080,0.0,0,-0.013179879215554498,0.0,6.6,0.65,0.65,0.75
48,37,11,1,False,2023-09-03T13:00:00Z,3,0,4,90,0,0,0,3,0,0,0,0,0,0,0,16,26.4,0.5,0.0,2.7,1,0.00,0.00,0.00,2.47,45,-6343,101710,1759,8102,1220,1170,1270,3.0,6,-0.06236358273522761,2.0,9.066666666666666,0.5666666666666668,0.5666666666666668,1.0333333333333334
49,6,15,1,False,2023-08-12T16:30:00Z,5,1,1,90,0,0,0,5,0,0,0,1,0,7,0,18,45.6,0.0,0.0,4.6,1,0.00,0.00,0.00,3.44,50,0,649104,0,0,1220,1250,1310,2.6666666666666665,8,0.0,2.0,10.7,0.8,0.8,1.2
49,11,9,8,True,2023-08-20T13:00:00Z,4,0,2,90,0,0,1,0,0,0,0,0,0,2,2,31,22.4,0.0,0.0,2.2,1,0.00,0.00,0.00,0.68,50,-14621,717905,33535,48156,1100,1120,1080,0.0,0,-0.02036620444209192,0.0,0.0,0.0,0.0,0.0
49,37,11,1,False,2023-09-03T13:00:00Z,3,0,4,90,0,0,0,3,0,0,0,0,0,2,0,16,20.8,0.0,0.0,2.1,1,0.00,0.00,0.00,2.47,50,-124016,624158,2856,126872,1220,1170,1270,1.0,1,-0.1986932795862586,0.5,22.8,0.0,0.0,2.3
50,6,15,2,False,2023-08-12T16:30:00Z,5,1,1,63,0,0,0,3,0,0,0,0,0,0,0,6,0.8,18.1,0.0,1.9,1,0.00,0.03,0.03,1.80,55,0,40207,0,0,1220,1250,1310,4.5,9,0.0,3.0,22.666666666666668,0.0,0.0,2.2666666666666666
50,11,9,10,True,2023-08-20T13:00:00Z,4,0,2,90,1,0,1,0,0,0,0,0,0,0,2,31,43.8,4.3,33.0,8.1,1,0.86,0.09,0.95,0.68,55,-2242,43428,2319,4561,1100,1120,1080,0.0,0,-0.05162567928525375,0.0,0.0,0.0,0.0,0.0
50,25,6,2,False,2023-08-27T13:00:00Z,1,3,3,90,0,0,0,1,0,0,0,0,0,0,0,18,7.8,26.7,4.0,3.9,1,0.00,0.15,0.15,0.73,55,10908,59654,14989,4081,1060,1060,1080,2.0,2,0.18285446072350556,1.0,0.4,9.05,9.05,0.95
50,37,11,2,False,2023-09-03T13:00:00Z,3,0,4,90,0,0,0,3,0,0,0,0,0,0,0,7,3.4,3.0,25.0,3.1,1,0.19,0.00,0.19,2.47,55,-2627,58028,4483,7110,1220,1170,1270,6.0,12,-0.04527124836285931,4.0,14.866666666666665,7.466666666666668,7.466666666666668,3.3333333333333335
51,6,15,0,False,2023-08-12T16:30:00Z,5,1,1,30,0,0,0,2,0,0,0,0,0,0,0,5,3.6,13.0,5.0,2.2,1,0.01,0.16,0.17,1.08,45,0,1160101,0,0,1220,1250,1310,4.666666666666667,14,0.0,3.5,13.099999999999998,12.275,12.275,3.475
53,25,6,2,False,2023-08-27T13:00:00Z,1,3,3,90,0,0,0,1,0,0,0,0,0,1,0,12,12.0,0.0,0.0,1.2,1,0.00,0.00,0.00,0.73,40,-2825,80599,1531,4356,1060,1060,1080,0.0,0,-0.03505006265586422,0.0,0.0,0.0,0.0,0.0
54,6,15,1,False,2023-08-12T16:30:00Z,5,1,1,3,0,0,0,1,0,0,0,0,0,0,0,3,0.4,0.3,2.0,0.3,0,0.00,0.00,0.00,0.65,45,0,10520,0,0,1220,1250,1310,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
58,6,15,1,False,2023-08-12T16:30:00Z,5,1,1,45,0,0,0,3,0,0,0,0,0,0,0,3,3.4,13.3,2.0,1.9,0,0.00,0.09,0.09,2.20,60,0,98326,0,0,1220,1250,1310,2.0,2,0.0,1.0,6.4,5.4,5.4,1.3
58,11,9,1,True,2023-08-20T13:00:00Z,4,0,2,27,0,0,0,0,0,0,0,0,0,0,0,9,2.6,1.4,0.0,0.4,0,0.00,0.01,0.01,0.03,60,-11529,97894,3534,15063,1100,1120,1080,1.5,3,-0.117770241281386,1.0,8.333333333333334,11.300000000000002,11.300000000000002,2.033333333333333
58,25,6,1,False,2023-08-27T13:00:00Z,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.33,59,-16380,83838,2353,18733,1060,1060,1080,0.0,0,-0.19537679811064196,0.0,0.0,0.0,0.0,0.0
58,37,11,1,False,2023-09-03T13:00:00Z,3,0,4,18,0,0,0,0,0,0,0,0,0,0,0,3,4.2,0.2,0.0,0.4,0,0.00,0.00,0.00,0.12,59,-14360,70939,759,15119,1220,1170,1270,0.0,0,-0.2024274376577059,0.0,0.0,0.0,0.0,0.0
59,25,6,1,False,2023-08-27T13:00:00Z,1,3,3,9,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.45,50,-160,1699,120,280,1060,1060,1080,0.0,0,-0.09417304296645085,0.0,0.0,0.0,0.0,0.0
60,6,15,5,False,2023-08-12T16:30:00Z,5,1,1,90,0,1,0,5,0,0,0,0,0,0,0,18,32.2,23.4,29.0,8.5,1,0.23,0.10,0.33,3.44,80,0,2116959,0,0,1220,1250,1310,1.0,1,0.0,0.5,1.7,6.65,6.65,0.95
60,11,9,5,True,2023-08-20T13:00:00Z,4,0,2,73,0,1,1,0,0,0,0,0,0,0,0,11,7.2,32.4,12.0,5.2,1,0.15,0.05,0.20,0.64,80,7626,2282862,147192,139566,1100,1120,1080,1.0,2,0.003340543580820917,0.6666666666666666,2.0,4.9,4.9,0.7666666666666666
60,25,6,5,False,2023-08-27T13:00:00Z,1,3,3,85,0,1,0,1,0,0,0,0,0,0,0,8,20.8,24.8,65.0,11.1,1,0.78,0.01,0.79,0.39,80,-49457,2286440,158524,207981,1060,1060,1080,1.0,3,-0.021630569794090376,0.75,1.5,3.6750000000000003,3.6750000000000003,0.575
60,37,11,2,False,2023-09-03T13:00:00Z,3,0,4,72,0,0,0,3,0,0,0,0,0,0,0,2,0.0,11.8,10.0,2.1,1,0.20,0.02,0.22,2.35,80,-127619,2177877,85482,213101,1220,1170,1270,0.0,0,-0.0585978914328036,0.0,0.0,0.0,0.0,0.0
584,6,15,0,False,2023-08-12T16:30:00Z,5,1,1,59,0,0,0,3,0,0,0,0,0,0,0,12,18.2,12.6,0.0,3.1,0,0.00,0.02,0.02,2.36,45,0,222078,0,0,1220,1250,1310,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
584,11,9,6,True,2023-08-20T13:00:00Z,4,0,2,90,0,0,1,0,0,0,0,0,0,0,0,22,11.4,0.7,0.0,1.2,1,0.00,0.00,0.00,0.68,45,505,239720,17942,17437,1100,1120,1080,5.0,5,0.002106624395127649,2.5,16.1,11.7,11.7,4.25
584,25,6,2,False,2023-08-27T13:00:00Z,1,3,3,90,0,0,0,1,0,0,0,0,0,0,0,18,11.0,0.8,0.0,1.2,1,0.00,0.01,0.01,0.73,45,-33,246178,13126,13159,1060,1060,1080,5.0,10,-0.00013404934640788373,3.3333333333333335,13.133333333333335,18.599999999999998,18.599999999999998,4.566666666666666
584,37,11,1,False,2023-09-03T13:00:00Z,3,0,4,90,0,0,0,3,0,0,0,0,0,0,0,12,9.6,1.2,17.0,2.8,1,0.03,0.00,0.03,2.47,45,-17028,230493,4272,21300,1220,1170,1270,5.0,15,-0.07387643008681391,3.75,15.05,20.15,20.15,6.199999999999999
599,6,15,7,False,2023-08-12T16:30:00Z,5,1,1,86,1,0,0,4,0,0,0,0,0,0,0,26,42.6,23.1,40.0,10.6,1,0.36,0.11,0.47,2.80,65,0,498593,0,0,1220,1250,1310,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
599,11,9,3,True,2023-08-20T13:00:00Z,4,0,2,63,0,0,1,0,0,0,0,0,0,0,0,8,8.4,25.8,37.0,7.1,1,0.34,0.18,0.52,0.64,65,196218,820818,223438,27220,1100,1120,1080,1.0,1,0.23905177518036885,0.5,2.7,0.6,0.6,0.45
599,25,6,12,False,2023-08-27T13:00:00Z,1,3,3,72,1,1,0,1,0,0,0,0,0,0,2,42,55.8,26.8,18.0,10.1,1,0.18,0.10,0.28,0.28,66,-7930,826851,84042,91972,1060,1060,1080,1.0,2,-0.00959060338561603,0.6666666666666666,2.0,1.0,1.0,0.43333333333333335
599,37,11,2,False,2023-09-03T13:00:00Z,3,0,4,90,0,0,0,3,0,0,0,0,0,0,0,5,2.8,14.4,10.0,2.7,1,0.09,0.08,0.17,2.47,66,43155,892868,123955,80800,1220,1170,1270,0.0,0,0.04833301227057079,0.0,0.0,0.0,0.0,0.0
672,25,6,1,False,2023-08-27T13:00:00Z,1,3,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.0,6.0,1.6,0,0.21,0.10,0.31,0.45,55,880,1317,1006,126,1060,1060,1080,2.0,2,0.6681852695520122,1.0,8.1,8.55,8.55,2.35
672,37,11,1,False,2023-09-03T13:00:00Z,3,0,4,25,0,0,0,0,0,0,0,0,0,0,0,4,9.8,10.7,2.0,2.3,0,0.00,0.01,0.01,0.19,55,774,2716,1168,394,1220,1170,1270,2.0,4,0.2849779086892489,1.3333333333333333,10.666666666666666,6.966666666666668,6.966666666666668,2.466666666666667
62,3,19,1,True,2023-08-12T14:00:00Z,1,1,1,59,0,0,0,1,0,0,0,0,0,0,0,1,5.4,1.2,2.0,0.9,1,0.00,0.00,0.00,0.84,50,0,12860,0,0,1140,1150,1130,2.0,6,0.0,1.5,11.5,13.075,13.075,3.875
62,14,11,1,False,2023-08-19T14:00:00Z,3,1,2,62,0,0,0,3,0,0,0,1,0,0,0,1,0.6,1.8,2.0,0.4,1,0.00,0.00,0.00,2.88,50,-1340,13422,727,2067,1220,1170,1270,0.0,0,-0.09983609000149009,0.0,0.0,0.0,0.0,0.0
62,22,18,1,True,2023-08-26T11:30:00Z,0,2,3,30,0,0,0,1,0,0,0,0,0,0,0,2,3.0,1.6,12.0,1.7,0,0.07,0.02,0.09,0.72,50,-1414,12492,493,1907,1200,1200,1200,2.0,2,-0.11319244316362471,1.0,2.6,6.9,6.9,1.75
63,3,19,2,True,2023-08-12T14:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,13,16.2,17.1,14.0,4.7,1,0.07,0.06,0.13,1.07,55,0,68285,0,0,1140,1150,1130,1.5,3,0.0,1.0,2.8666666666666667,13.866666666666667,13.866666666666667,2.2666666666666666
63,14,11,2,False,2023-08-19T14:00:00Z,3,1,2,90,0,0,0,3,0,0,0,0,0,0,0,5,15.8,3.8,7.0,2.7,1,0.41,0.07,0.48,3.08,55,-8971,62779,1980,10951,1220,1170,1270,1.3333333333333333,4,-0.1428981028687937,1.0,2.7,10.75,10.75,1.8499999999999999
63,22,18,2,True,2023-08-26T11:30:00Z,0,2,3,85,0,0,0,2,0,0,0,0,0,0,0,7,14.0,31.4,36.0,8.1,1,0.29,0.03,0.32,1.83,54,-8581,55664,2844,11425,1200,1200,1200,0.0,0,-0.15415708536935901,0.0,0.0,0.0,0.0,0.0
63,32,4,2,False,2023-09-02T14:00:00Z,2,2,4,90,0,0,0,2,0,0,0,0,0,0,0,14,17.8,28.6,7.0,5.3,1,0.07,0.04,0.11,3.29,54,-6630,49796,3143,9773,1125,1120,1220,2.0,2,-0.1331432243553699,1.0,5.7,7.4,7.4,1.75
64,3,19,2,True,2023-08-12T14:00:00Z,1,1,1,74,0,0,0,1,0,0,0,0,0,0,0,4,5.2,13.8,16.0,3.5,1,0.16,0.02,0.18,0.88,50,0,8398,0,0,1140,1150,1130,2.0,4,0.0,1.3333333333333333,7.0,5.433333333333334,5.433333333333334,1.5333333333333332
64,14,11,1,False,2023-08-19T14:00:00Z,3,1,2,14,0,0,0,0,0,0,0,0,0,0,0,7,3.4,27.8,2.0,3.3,0,0.00,0.19,0.19,0.08,50,-135,9519,1015,1150,1220,1170,1270,1.6666666666666667,5,-0.014182161991805862,1.25,7.0,9.225000000000001,9.225000000000001,2.075
64,22,18,1,True,2023-08-26T11:30:00Z,0,2,3,17,0,0,0,0,0,0,0,0,0,0,0,5,2.2,1.4,2.0,0.6,0,0.00,0.01,0.01,0.28,50,-1505,8242,243,1748,1200,1200,1200,0.0,0,-0.18260131036156274,0.0,0.0,0.0,0.0,0.0
64,32,4,8,False,2023-09-02T14:00:00Z,2,2,4,30,1,0,0,1,0,0,0,0,0,0,2,23,35.0,0.1,39.0,7.4,0,1.02,0.00,1.02,1.84,49,-1055,7352,287,1342,1125,1120,1220,1.0,1,-0.14349836779107725,0.5,5.8,0.7,0.7,0.7
65,3,19,2,True,2023-08-12T14:00:00Z,1,1,1,66,0,0,0,1,0,0,0,0,0,0,0,8,11.4,14.8,9.0,3.5,1,0.02,0.03,0.05,0.84,50,0,1557,0,0,1140,1150,1130,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
65,14,11,2,False,2023-08-19T14:00:00Z,3,1,2,62,0,0,0,3,0,0,0,0,0,0,0,8,9.6,1.5,0.0,1.1,1,0.00,0.00,0.00,2.88,50,-37,1971,197,234,1220,1170,1270,0.0,0,-0.018772196854388634,0.0,0.0,0.0,0.0,0.0
65,22,18,1,True,2023-08-26T11:30:00Z,0,2,3,59,0,0,0,1,0,0,0,0,0,0,0,4,7.0,20.6,9.0,3.7,1,0.02,0.15,0.17,1.34,50,31,2305,369,338,1200,1200,1200,1.0,1,0.013449023861171366,0.5,0.7,0.15,0.15,0.1
65,32,4,2,False,2023-09-02T14:00:00Z,2,2,4,86,0,0,0,1,0,0,0,0,0,0,0,10,7.4,16.3,34.0,5.8,1,0.13,0.01,0.14,2.30,50,92,2612,469,377,1125,1120,1220,0.0,0,0.03522205206738132,0.0,0.0,0.0,0.0,0.0
66,22,18,1,True,2023-08-26T11:30:00Z,0,2,3,45,0,0,0,1,0,0,0,0,0,0,0,5,11.6,1.4,1.0,1.4,0,0.03,0.01,0.04,0.72,50,-426,1577,14,440,1200,1200,1200,1.0,1,-0.27013316423589095,0.5,0.7,0.75,0.75,0.25
66,32,4,2,False,2023-09-02T14:00:00Z,2,2,4,90,0,0,0,2,0,0,0,0,0,0,0,8,9.6,2.2,0.0,1.2,1,0.00,0.01,0.01,3.29,50,-89,1636,47,136,1125,1120,1220,1.0,2,-0.054400977995110025,0.6666666666666666,3.466666666666667,4.333333333333333,4.333333333333333,1.5
69,3,19,1,True,2023-08-12T14:00:00Z,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.8,0.0,0.2,0,0.00,0.01,0.01,0.19,40,0,18665,0,0,1140,1150,1130,1.0,3,0.0,0.75,3.45,6.325,6.325,1.7
70,14,11,1,False,2023-08-19T14:00:00Z,3,1,2,14,0,0,0,0,0,0,0,0,0,0,0,3,1.4,0.3,0.0,0.2,0,0.00,0.00,0.00,0.08,45,-303,1091,26,329,1220,1170,1270,0.0,0,-0.2777268560953254,0.0,0.0,0.0,0.0,0.0
70,22,18,0,True,2023-08-26T11:30:00Z,0,2,3,90,0,0,0,2,0,0,0,1,0,0,0,9,7.4,1.0,2.0,1.0,1,0.00,0.01,0.01,2.06,45,101,1609,213,112,1200,1200,1200,0.0,0,0.06277190801740211,0.0,2.9,5.6,5.6,0.85
72,3,19,1,True,2023-08-12T14:00:00Z,1,1,1,30,0,0,0,0,0,0,0,0,0,0,0,2,1.4,1.5,2.0,0.5,0,0.00,0.01,0.01,0.23,50,0,43879,0,0,1140,1150,1130,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
72,14,11,1,False,2023-08-19T14:00:00Z,3,1,2,27,0,0,0,0,0,0,0,0,0,0,0,2,9.0,11.5,19.0,4.0,0,0.22,0.01,0.23,0.20,50,-5390,40292,685,6075,1220,1170,1270,1.0,1,-0.13377345378735234,0.5,0.0,1.65,1.65,0.45
72,22,18,1,True,2023-08-26T11:30:00Z,0,2,3,59,0,0,0,1,0,0,0,0,0,0,0,0,3.4,12.3,7.0,2.3,1,0.03,0.02,0.05,1.34,49,-7414,33348,764,8178,1200,1200,1200,1.0,2,-0.22232217824157371,0.6666666666666666,0.0,1.5333333333333332,1.5333333333333332,0.5666666666666668
72,32,4,2,False,2023-09-02T14:00:00Z,2,2,4,70,0,0,0,1,0,0,0,0,0,0,0,-3,2.2,10.9,9.0,2.2,1,0.05,0.03,0.08,1.47,49,-4940,28730,593,5533,1125,1120,1220,0.0,0,-0.17194570135746606,0.0,0.0,0.0,0.0,0.0
75,3,19,0,True,2023-08-12T14:00:00Z,1,1,1,30,0,0,0,0,0,0,0,1,0,0,0,2,5.8,11.2,0.0,1.7,0,0.00,0.01,0.01,0.23,45,0,7439,0,0,1140,1150,1130,2.0,2,0.0,1.0,7.0,0.0,0.0,0.7
75,32,4,1,False,2023-09-02T14:00:00Z,2,2,4,3,0,0,0,1,0,0,0,0,0,0,0,4,9.4,0.0,0.0,0.9,0,0.00,0.00,0.00,0.99,44,-570,6711,102,672,1125,1120,1220,6.0,12,-0.0849351810460438,4.0,28.133333333333336,0.0,0.0,2.8000000000000003
76,3,19,1,True,2023-08-12T14:00:00Z,1,1,1,23,0,0,0,0,0,0,0,0,0,0,0,2,0.0,3.3,7.0,0.9,0,0.04,0.05,0.09,0.23,50,0,42328,0,0,1140,1150,1130,4.666666666666667,14,0.0,3.5,27.3,0.0,0.0,2.725
76,14,11,1,False,2023-08-19T14:00:00Z,3,1,2,27,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,1.3,8.0,0.8,0,0.23,0.00,0.23,0.20,50,-5254,39780,1494,6748,1220,1170,1270,0.0,0,-0.13207642031171443,0.0,0.0,0.0,0.0,0.0
76,22,18,1,True,2023-08-26T11:30:00Z,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0.4,1.4,2.0,0.4,0,0.00,0.01,0.01,0.23,49,-5241,35548,1114,6355,1200,1200,1200,2.0,2,-0.1474344548216496,1.0,9.4,7.65,7.65,1.75
77,3,19,2,True,2023-08-12T14:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,1,0,11,14.0,0.0,0.0,1.4,1,0.00,0.01,0.01,1.07,45,0,62624,0,0,1140,1150,1130,2.0,4,0.0,1.3333333333333333,6.866666666666667,8.833333333333334,8.833333333333334,1.5999999999999999
77,14,11,10,False,2023-08-19T14:00:00Z,3,1,2,90,0,0,0,3,0,1,0,1,0,8,3,37,70.4,0.0,0.0,7.0,1,0.00,0.00,0.00,3.08,45,-3109,68815,2923,6032,1220,1170,1270,0.0,0,-0.04517910339315556,0.0,0.0,0.0,0.0,0.0
77,22,18,2,True,2023-08-26T11:30:00Z,0,2,3,90,0,0,0,2,0,0,0,0,0,4,0,15,24.8,0.0,0.0,2.5,1,0.00,0.00,0.00,2.06,45,15452,94977,21388,5936,1200,1200,1200,4.0,4,0.1626920201733051,2.0,0.0,1.15,1.15,0.25
77,32,4,1,False,2023-09-02T14:00:00Z,2,2,4,90,0,0,0,2,0,0,0,1,0,5,0,15,44.0,0.0,0.0,4.4,1,0.00,0.00,0.00,3.29,45,2324,101068,9279,6955,1125,1120,1220,5.0,10,0.022994419598686033,3.3333333333333335,12.799999999999999,5.7,5.7,2.966666666666667
81,3,19,2,True,2023-08-12T14:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,13,18.8,15.3,1.0,3.5,1,0.03,0.04,0.07,1.07,50,0,1430,0,0,1140,1150,1130,4.0,12,0.0,3.0,9.6,4.825,4.825,2.5
81,14,11,2,False,2023-08-19T14:00:00Z,3,1,2,75,0,0,0,3,0,0,0,0,0,0,0,8,1.8,11.2,0.0,1.3,1,0.00,0.01,0.01,3.00,50,-104,1839,139,243,1220,1170,1270,0.0,0,-0.05655247417074497,0.0,0.0,0.0,0.0,0.0
81,22,18,1,True,2023-08-26T11:30:00Z,0,2,3,45,0,0,0,1,0,0,0,0,0,0,0,4,3.6,1.6,2.0,0.7,1,0.00,0.02,0.02,1.34,50,-100,1946,128,228,1200,1200,1200,1.0,1,-0.051387461459403906,0.5,8.1,0.25,0.25,0.85
82,3,19,4,True,2023-08-12T14:00:00Z,1,1,1,15,0,1,0,0,0,0,0,0,0,0,0,11,0.0,2.3,3.0,0.5,0,0.07,0.01,0.08,0.19,45,0,65212,0,0,1140,1150,1130,1.0,2,0.0,0.6666666666666666,13.799999999999999,3.6999999999999997,3.6999999999999997,1.7666666666666666
82,14,11,6,False,2023-08-19T14:00:00Z,3,1,2,75,1,0,0,3,0,0,0,1,0,0,1,32,38.4,14.8,31.0,8.4,1,0.18,0.10,0.28,3.00,45,33524,130520,46499,12975,1220,1170,1270,0.0,0,0.256849524977015,0.0,0.0,0.0,0.0,0.0
82,22,18,2,True,2023-08-26T11:30:00Z,0,2,3,72,0,0,0,2,0,0,0,0,0,0,0,-4,0.0,2.2,10.0,1.1,1,0.17,0.02,0.19,1.78,45,101529,246922,131178,29649,1200,1200,1200,7.0,7,0.41117842881557737,3.5,20.3,11.5,11.5,6.8
82,32,4,1,False,2023-09-02T14:00:00Z,2,2,4,59,0,0,0,1,0,0,0,0,0,0,0,-3,3.2,1.3,22.0,2.7,1,0.19,0.00,0.19,1.45,45,54925,307508,89377,34452,1125,1120,1220,6.0,12,0.17861323933035889,4.0,18.933333333333334,14.866666666666667,14.866666666666667,6.3999999999999995
83,3,19,1,True,2023-08-12T14:00:00Z,1,1,1,59,0,0,0,1,0,0,0,0,0,0,0,9,16.2,0.5,0.0,1.7,1,0.00,0.02,0.02,0.84,45,0,13935,0,0,1140,1150,1130,4.666666666666667,14,0.0,3.5,15.1,13.975000000000001,13.975000000000001,5.375
83,14,11,1,False,2023-08-19T14:00:00Z,3,1,2,83,0,0,0,3,0,0,0,0,0,0,0,18,25.2,10.6,0.0,3.6,1,0.00,0.06,0.06,3.08,45,-2409,13514,492,2901,1220,1170,1270,0.0,0,-0.17825958265502442,0.0,0.0,0.0,0.0,0.0
83,32,4,4,False,2023-09-02T14:00:00Z,2,2,4,90,0,1,0,2,0,0,0,0,0,0,0,19,26.6,14.3,0.0,4.1,1,0.00,0.17,0.17,3.29,44,-1143,13644,562,1705,1125,1120,1220,0.0,0,-0.08377308707124011,0.0,0.0,0.0,0.0,0.0
85,3,19,7,True,2023-08-12T14:00:00Z,1,1,1,90,1,0,0,1,0,0,0,0,0,0,1,22,40.6,23.0,72.0,13.6,1,0.98,0.14,1.12,1.07,65,0,252120,0,0,1140,1150,1130,1.0,1,0.0,0.5,4.9,0.3,0.3,1.8
85,14,11,5,False,2023-08-19T14:00:00Z,3,1,2,90,0,1,0,3,0,0,0,0,0,0,0,11,16.2,21.6,18.0,5.6,1,0.15,0.01,0.16,3.08,65,-10112,260913,15961,26073,1220,1170,1270,0.0,0,-0.038756213757076115,0.0,0.0,0.0,0.0,0.0
85,22,18,2,True,2023-08-26T11:30:00Z,0,2,3,90,0,0,0,2,0,0,0,0,0,0,0,3,3.6,11.3,8.0,2.3,1,0.07,0.04,0.11,2.06,65,1799,271016,25128,23329,1200,1200,1200,2.0,2,0.006637984473241433,1.0,7.7,0.6,0.6,0.85
85,32,4,7,False,2023-09-02T14:00:00Z,2,2,4,90,1,0,0,2,0,0,0,0,0,0,1,22,42.8,11.7,44.0,9.9,1,0.56,0.02,0.58,3.29,65,-21333,252353,8965,30298,1125,1120,1220,1.5,3,-0.08453634393092216,1.0,16.266666666666666,0.4666666666666666,0.4666666666666666,1.7
86,32,4,4,False,2023-09-02T14:00:00Z,2,2,4,19,0,1,0,1,0,0,0,0,0,0,0,16,17.4,10.3,2.0,3.0,0,0.00,0.28,0.28,1.83,54,-227,1379,34,261,1125,1120,1220,1.3333333333333333,4,-0.1646120377084844,1.0,17.0,0.7,0.7,1.8499999999999999
87,14,11,1,False,2023-08-19T14:00:00Z,3,1,2,6,0,0,0,0,0,0,0,0,0,0,0,7,9.8,0.6,26.0,3.6,0,0.15,0.00,0.15,0.00,50,-383,2095,52,435,1220,1170,1270,0.0,0,-0.18281622911694512,0.0,0.0,0.0,0.0,0.0
87,22,18,1,True,2023-08-26T11:30:00Z,0,2,3,30,0,0,0,1,0,0,0,0,0,0,0,0,2.8,14.1,2.0,1.9,0,0.00,0.01,0.01,0.72,49,-167,2070,126,293,1200,1200,1200,1.0,1,-0.08067632850241546,0.5,7.1,0.5,0.5,0.85
89,3,19,2,True,2023-08-12T14:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,11,15.4,1.2,0.0,1.7,1,0.00,0.01,0.01,1.07,45,0,6638,0,0,1140,1150,1130,2.5,5,0.0,1.6666666666666667,10.533333333333333,3.8000000000000003,3.8000000000000003,1.7333333333333334
89,14,11,1,False,2023-08-19T14:00:00Z,3,1,2,90,0,0,0,3,0,0,0,0,0,0,0,17,33.4,0.2,0.0,3.4,1,0.00,0.00,0.00,3.08,45,221,8955,1063,842,1220,1170,1270,0.0,0,0.02467895030709101,0.0,0.0,0.0,0.0,0.0
89,22,18,1,True,2023-08-26T11:30:00Z,0,2,3,90,0,0,0,2,0,0,0,0,0,0,0,18,19.2,1.4,2.0,2.3,1,0.00,0.02,0.02,2.06,45,-20,9650,1123,1143,1200,1200,1200,0.0,0,-0.002072538860103627,0.0,0.0,0.0,0.0,0.0
89,32,4,1,False,2023-09-02T14:00:00Z,2,2,4,90,0,0,0,2,0,0,0,0,0,0,0,11,16.4,1.0,2.0,1.9,1,0.00,0.00,0.00,3.29,45,442,10795,1715,1273,1125,1120,1220,1.0,1,0.04094488188976378,0.5,10.4,0.35,0.35,1.3
595,3,19,2,True,2023-08-12T14:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,11,15.6,15.8,2.0,3.3,1,0.00,0.05,0.05,1.07,45,0,18643,0,0,1140,1150,1130,3.5,7,0.0,2.3333333333333335,11.733333333333334,0.5666666666666667,0.5666666666666667,1.8
595,14,11,1,False,2023-08-19T14:00:00Z,3,1,2,90,0,0,0,3,0,0,0,0,0,0,0,11,20.4,5.5,2.0,2.8,1,0.00,0.01,0.01,3.08,45,-6,21934,1583,1589,1220,1170,1270,3.0,9,-0.0002735479164767028,2.25,11.0,0.7,0.7,1.8
595,22,18,1,True,2023-08-26T11:30:00Z,0,2,3,90,0,0,0,2,0,0,0,0,0,0,0,11,17.8,2.8,4.0,2.5,1,0.00,0.02,0.02,2.06,45,-446,22689,1490,1936,1200,1200,1200,0.0,0,-0.01965710256071224,0.0,0.0,0.0,0.0,0.0
